playerId,TotalWins (Overall),TotalLosses (Overall),TotalMatches (Overall),MatchWinRate (Overall),TotalSetsWon (Overall),TotalSetsLost (Overall),TotalSetsPlayed (Overall),SetWinRate (Overall),TotalPointsWon (Overall),TotalPointsLost (Overall),TotalPointsPlayed (Overall),PointWinRate (Overall)
90051,2,1,3,66.67,6,4,10,60.0,86,73,159,54.09
100001,8,21,29,27.59,45,74,119,37.82,1033,1133,2166,47.69
100032,2,5,7,28.57,11,17,28,39.29,253,287,540,46.85
100079,11,5,16,68.75,44,25,69,63.77,649,527,1176,55.19
100089,2,2,4,50.0,8,8,16,50.0,138,142,280,49.29
100154,3,2,5,60.0,13,11,24,54.17,223,224,447,49.89
100189,2,7,9,22.22,7,24,31,22.58,205,303,508,40.35
100190,0,1,1,0.0,0,3,3,0.0,14,33,47,29.79
100196,0,4,4,0.0,3,12,15,20.0,95,152,247,38.46
100218,1,1,2,50.0,5,4,9,55.56,93,80,173,53.76
100302,6,2,8,75.0,24,13,37,64.86,351,288,639,54.93
100329,0,5,5,0.0,3,15,18,16.67,146,195,341,42.82
100439,20,23,43,46.51,94,93,187,50.27,1644,1683,3327,49.41
100445,1,5,6,16.67,5,17,22,22.73,165,228,393,41.98
100486,10,17,27,37.04,46,67,113,40.71,1023,1118,2141,47.78
100534,0,1,1,0.0,0,4,4,0.0,24,44,68,35.29
100621,54,58,112,48.21,223,233,456,48.9,4216,4136,8352,50.48
100642,0,1,1,0.0,3,4,7,42.86,70,74,144,48.61
100696,60,51,111,54.05,264,227,491,53.77,4548,4325,8873,51.26
100817,5,5,10,50.0,18,22,40,45.0,369,385,754,48.94
100868,46,70,116,39.66,220,266,486,45.27,4476,4608,9084,49.27
101000,0,3,3,0.0,0,12,12,0.0,65,133,198,32.83
101031,2,4,6,33.33,9,14,23,39.13,189,183,372,50.81
101040,9,5,14,64.29,35,26,61,57.38,566,526,1092,51.83
101168,0,2,2,0.0,2,6,8,25.0,68,76,144,47.22
101192,32,35,67,47.76,137,147,284,48.24,2644,2684,5328,49.62
101222,22,14,36,61.11,91,67,158,57.59,1492,1357,2849,52.37
101247,0,1,1,0.0,0,4,4,0.0,22,44,66,33.33
101276,2,2,4,50.0,9,10,19,47.37,174,176,350,49.71
101480,0,2,2,0.0,1,6,7,14.29,39,68,107,36.45
101514,3,1,4,75.0,9,3,12,75.0,128,107,235,54.47
101545,4,4,8,50.0,14,13,27,51.85,245,213,458,53.49
101648,23,19,42,54.76,95,81,176,53.98,1705,1573,3278,52.01
101820,58,49,107,54.21,247,205,452,54.65,4263,4049,8312,51.29
101836,3,5,8,37.5,19,21,40,47.5,354,387,741,47.77
101877,3,1,4,75.0,12,8,20,60.0,198,168,366,54.1
101879,0,3,3,0.0,2,11,13,15.38,69,142,211,32.7
102201,0,1,1,0.0,0,3,3,0.0,26,34,60,43.33
102213,10,17,27,37.04,44,69,113,38.94,915,1028,1943,47.09
102316,1,3,4,25.0,6,9,15,40.0,140,133,273,51.28
102367,0,1,1,0.0,2,4,6,33.33,56,63,119,47.06
102380,30,32,62,48.39,131,141,272,48.16,2577,2620,5197,49.59
102427,0,4,4,0.0,4,14,18,22.22,150,186,336,44.64
102441,0,3,3,0.0,3,12,15,20.0,129,167,296,43.58
102445,10,11,21,47.62,49,52,101,48.51,881,902,1783,49.41
102486,32,27,59,54.24,120,116,236,50.85,2103,2058,4161,50.54
102671,0,3,3,0.0,0,9,9,0.0,42,99,141,29.79
102680,0,1,1,0.0,0,4,4,0.0,14,44,58,24.14
102712,8,7,15,53.33,36,33,69,52.17,666,627,1293,51.51
102761,32,33,65,49.23,135,129,264,51.14,2465,2445,4910,50.2
102827,1,1,2,50.0,2,4,6,33.33,46,58,104,44.23
102832,76,51,127,59.84,302,254,556,54.32,5242,5019,10261,51.09
102841,33,40,73,45.21,142,159,301,47.18,2774,2865,5639,49.19
102863,40,39,79,50.63,150,152,302,49.67,2772,2671,5443,50.93
102891,47,51,98,47.96,199,203,402,49.5,3768,3704,7472,50.43
102949,16,18,34,47.06,70,72,142,49.3,1272,1310,2582,49.26
102968,32,41,73,43.84,157,168,325,48.31,3050,2987,6037,50.52
102983,0,2,2,0.0,1,8,9,11.11,70,100,170,41.18
103047,1,1,2,50.0,4,6,10,40.0,89,95,184,48.37
103070,1,2,3,33.33,5,7,12,41.67,120,125,245,48.98
103075,1,1,2,50.0,3,4,7,42.86,56,59,115,48.7
103093,0,1,1,0.0,0,3,3,0.0,17,33,50,34.0
103107,25,18,43,58.14,114,77,191,59.69,1846,1715,3561,51.84
103126,63,57,120,52.5,249,214,463,53.78,4378,4162,8540,51.26
103163,1,18,19,5.26,11,55,66,16.67,430,704,1134,37.92
103175,10,25,35,28.57,54,85,139,38.85,1138,1358,2496,45.59
103182,0,2,2,0.0,1,6,7,14.29,51,81,132,38.64
103189,0,1,1,0.0,0,3,3,0.0,11,33,44,25.0
103230,1,1,2,50.0,3,4,7,42.86,61,68,129,47.29
103308,1,2,3,33.33,3,7,10,30.0,81,94,175,46.29
103329,1,1,2,50.0,4,6,10,40.0,93,93,186,50.0
103345,42,40,82,51.22,183,166,349,52.44,3257,3189,6446,50.53
103425,16,32,48,33.33,74,111,185,40.0,1540,1673,3213,47.93
103621,1,4,5,20.0,4,13,17,23.53,140,178,318,44.03
103752,57,61,118,48.31,222,229,451,49.22,4122,4096,8218,50.16
103903,46,46,92,50.0,182,193,375,48.53,3446,3544,6990,49.3
104036,55,49,104,52.88,221,209,430,51.4,3998,3896,7894,50.65
104092,32,34,66,48.48,140,122,262,53.44,2395,2158,4553,52.6
104115,1,3,4,25.0,5,10,15,33.33,126,151,277,45.49
104192,0,1,1,0.0,1,4,5,20.0,50,61,111,45.05
104257,5,3,8,62.5,17,18,35,48.57,338,334,672,50.3
104314,33,34,67,49.25,136,130,266,51.13,2455,2477,4932,49.78
104359,5,6,11,45.45,20,23,43,46.51,416,399,815,51.04
104379,63,53,116,54.31,242,220,462,52.38,4328,4204,8532,50.73
104462,0,1,1,0.0,0,3,3,0.0,25,34,59,42.37
104514,9,9,18,50.0,39,35,74,52.7,682,634,1316,51.82
104760,28,23,51,54.9,112,88,200,56.0,1910,1777,3687,51.8
104892,1,1,2,50.0,4,4,8,50.0,75,60,135,55.56
105008,0,1,1,0.0,0,3,3,0.0,21,33,54,38.89
105109,1,1,2,50.0,4,5,9,44.44,78,83,161,48.45
105111,8,6,14,57.14,33,27,60,55.0,558,490,1048,53.24
105136,15,22,37,40.54,67,85,152,44.08,1388,1463,2851,48.68
105159,34,31,65,52.31,139,122,261,53.26,2467,2391,4858,50.78
105197,44,49,93,47.31,180,198,378,47.62,3431,3551,6982,49.14
105233,2,4,6,33.33,9,14,23,39.13,187,195,382,48.95
105242,0,1,1,0.0,2,4,6,33.33,49,59,108,45.37
105310,0,2,2,0.0,0,8,8,0.0,57,91,148,38.51
105472,8,2,10,80.0,35,17,52,67.31,494,405,899,54.95
105482,5,2,7,71.43,16,10,26,61.54,261,250,511,51.08
105508,0,1,1,0.0,1,4,5,20.0,32,51,83,38.55
105565,0,1,1,0.0,0,4,4,0.0,0,44,44,0.0
105603,2,2,4,50.0,10,11,21,47.62,190,198,388,48.97
105604,3,3,6,50.0,10,13,23,43.48,189,221,410,46.1
105649,62,19,81,76.54,242,117,359,67.41,3570,2898,6468,55.19
105678,0,1,1,0.0,0,3,3,0.0,19,34,53,35.85
105679,19,36,55,34.55,88,139,227,38.77,1967,2167,4134,47.58
105681,1,6,7,14.29,5,19,24,20.83,160,254,414,38.65
105779,54,51,105,51.43,203,212,415,48.92,3693,3799,7492,49.29
105913,42,48,90,46.67,178,188,366,48.63,3376,3387,6763,49.92
106050,61,29,90,67.78,216,128,344,62.79,3459,3021,6480,53.38
106068,0,1,1,0.0,0,4,4,0.0,23,44,67,34.33
106114,3,7,10,30.0,17,23,40,42.5,354,378,732,48.36
106151,26,41,67,38.81,130,159,289,44.98,2584,2738,5322,48.55
106195,1,1,2,50.0,3,3,6,50.0,56,52,108,51.85
106200,0,2,2,0.0,0,6,6,0.0,27,66,93,29.03
106208,0,8,8,0.0,0,21,21,0.0,0,231,231,0.0
106296,38,37,75,50.67,159,150,309,51.46,2862,2769,5631,50.83
106298,4,7,11,36.36,18,32,50,36.0,440,498,938,46.91
106320,0,2,2,0.0,0,6,6,0.0,33,66,99,33.33
106344,2,6,8,25.0,10,23,33,30.3,277,319,596,46.48
106366,0,2,2,0.0,0,8,8,0.0,52,89,141,36.88
106600,2,1,3,66.67,8,3,11,72.73,104,77,181,57.46
106660,6,7,13,46.15,24,28,52,46.15,460,475,935,49.2
106706,49,38,87,56.32,199,157,356,55.9,3349,3036,6385,52.45
106788,11,8,19,57.89,43,39,82,52.44,750,737,1487,50.44
106814,55,47,102,53.92,218,188,406,53.69,3749,3669,7418,50.54
106843,7,10,17,41.18,26,39,65,40.0,515,539,1054,48.86
106848,1,2,3,33.33,5,6,11,45.45,96,102,198,48.48
106868,3,3,6,50.0,14,12,26,53.85,234,221,455,51.43
106897,2,2,4,50.0,7,9,16,43.75,132,155,287,45.99
106913,0,2,2,0.0,2,8,10,20.0,83,107,190,43.68
106917,0,1,1,0.0,1,4,5,20.0,32,51,83,38.55
106995,8,6,14,57.14,30,29,59,50.85,527,497,1024,51.46
107028,80,45,125,64.0,319,228,547,58.32,5400,4982,10382,52.01
107156,4,2,6,66.67,12,10,22,54.55,221,204,425,52.0
107177,2,5,7,28.57,13,17,30,43.33,286,285,571,50.09
107194,3,7,10,30.0,19,27,46,41.3,391,446,837,46.71
107272,6,10,16,37.5,23,35,58,39.66,469,549,1018,46.07
107302,1,3,4,25.0,4,11,15,26.67,105,153,258,40.7
107312,13,16,29,44.83,56,67,123,45.53,1100,1132,2232,49.28
107321,48,37,85,56.47,185,152,337,54.9,3163,2890,6053,52.26
107324,1,3,4,25.0,8,12,20,40.0,179,190,369,48.51
107335,3,5,8,37.5,10,15,25,40.0,222,238,460,48.26
107434,1,1,2,50.0,3,3,6,50.0,57,55,112,50.89
107445,63,60,123,51.22,244,237,481,50.73,4457,4465,8922,49.96
107456,7,7,14,50.0,33,33,66,50.0,625,603,1228,50.9
107477,39,41,80,48.75,161,162,323,49.85,3011,2995,6006,50.13
107525,27,27,54,50.0,111,120,231,48.05,2115,2100,4215,50.18
107570,9,11,20,45.0,50,49,99,50.51,887,937,1824,48.63
107611,2,6,8,25.0,9,22,31,29.03,238,321,559,42.58
107658,0,6,6,0.0,6,18,24,25.0,197,255,452,43.58
107707,1,2,3,33.33,5,8,13,38.46,107,125,232,46.12
107762,0,1,1,0.0,2,3,5,40.0,40,48,88,45.45
107893,0,1,1,0.0,0,3,3,0.0,22,33,55,40.0
108204,6,7,13,46.15,23,28,51,45.1,440,453,893,49.27
108226,40,53,93,43.01,158,219,377,41.91,3217,3617,6834,47.07
108246,0,1,1,0.0,2,3,5,40.0,43,48,91,47.25
108276,0,2,2,0.0,1,6,7,14.29,51,77,128,39.84
108289,4,3,7,57.14,14,13,27,51.85,219,241,460,47.61
108425,1,1,2,50.0,4,4,8,50.0,74,82,156,47.44
108470,51,45,96,53.12,194,196,390,49.74,3578,3576,7154,50.01
108526,4,13,17,23.53,20,47,67,29.85,516,694,1210,42.64
108574,14,22,36,38.89,65,81,146,44.52,1323,1331,2654,49.85
108581,9,4,13,69.23,29,15,44,65.91,453,386,839,53.99
108602,0,1,1,0.0,0,4,4,0.0,23,45,68,33.82
108657,3,6,9,33.33,10,21,31,32.26,250,314,564,44.33
108667,0,1,1,0.0,2,3,5,40.0,45,52,97,46.39
108742,12,10,22,54.55,56,52,108,51.85,1014,978,1992,50.9
108824,2,2,4,50.0,6,7,13,46.15,108,114,222,48.65
108825,1,1,2,50.0,4,5,9,44.44,74,83,157,47.13
108826,0,1,1,0.0,1,3,4,25.0,30,40,70,42.86
108843,24,26,50,48.0,109,110,219,49.77,2069,2073,4142,49.95
108875,2,2,4,50.0,8,8,16,50.0,154,139,293,52.56
108955,11,8,19,57.89,40,32,72,55.56,715,686,1401,51.03
108956,1,2,3,33.33,3,8,11,27.27,97,112,209,46.41
108958,2,2,4,50.0,9,8,17,52.94,161,153,314,51.27
109002,39,64,103,37.86,166,239,405,40.99,3601,3896,7497,48.03
109064,0,1,1,0.0,0,4,4,0.0,22,44,66,33.33
109140,14,17,31,45.16,60,72,132,45.45,1210,1277,2487,48.65
109272,8,5,13,61.54,29,23,52,55.77,459,377,836,54.9
109453,29,42,71,40.85,130,160,290,44.83,2606,2736,5342,48.78
109459,3,6,9,33.33,14,19,33,42.42,301,323,624,48.24
109480,10,3,13,76.92,40,17,57,70.18,553,426,979,56.49
109496,0,1,1,0.0,0,3,3,0.0,21,33,54,38.89
109581,8,12,20,40.0,43,46,89,48.31,794,835,1629,48.74
109777,16,41,57,28.07,86,147,233,36.91,1941,2317,4258,45.58
109806,1,4,5,20.0,4,12,16,25.0,111,142,253,43.87
109946,70,50,120,58.33,262,227,489,53.58,4557,4470,9027,50.48
109952,3,12,15,20.0,23,45,68,33.82,525,660,1185,44.3
110190,2,2,4,50.0,6,11,17,35.29,117,171,288,40.62
110227,1,1,2,50.0,4,5,9,44.44,66,81,147,44.9
110267,4,2,6,66.67,15,8,23,65.22,225,186,411,54.74
110286,2,4,6,33.33,12,16,28,42.86,234,231,465,50.32
110367,2,1,3,66.67,7,5,12,58.33,110,100,210,52.38
110409,0,1,1,0.0,2,3,5,40.0,47,55,102,46.08
110411,2,1,3,66.67,6,7,13,46.15,109,121,230,47.39
110460,0,1,1,0.0,0,3,3,0.0,20,33,53,37.74
110560,28,34,62,45.16,126,136,262,48.09,2377,2429,4806,49.46
110602,32,37,69,46.38,139,143,282,49.29,2565,2593,5158,49.73
110660,3,14,17,17.65,26,52,78,33.33,635,750,1385,45.85
110673,51,34,85,60.0,190,155,345,55.07,3330,3125,6455,51.59
110674,2,7,9,22.22,9,23,32,28.12,228,316,544,41.91
110686,5,7,12,41.67,26,27,53,49.06,463,501,964,48.03
110726,51,39,90,56.67,203,175,378,53.7,3564,3426,6990,50.99
110729,8,8,16,50.0,36,32,68,52.94,631,625,1256,50.24
110730,4,2,6,66.67,14,9,23,60.87,220,182,402,54.73
110744,1,2,3,33.33,3,6,9,33.33,71,79,150,47.33
110752,23,15,38,60.53,87,64,151,57.62,1397,1320,2717,51.42
110768,1,4,5,20.0,7,12,19,36.84,158,192,350,45.14
110797,77,56,133,57.89,304,230,534,56.93,5062,4695,9757,51.88
110827,1,3,4,25.0,4,9,13,30.77,85,107,192,44.27
110837,4,4,8,50.0,18,18,36,50.0,309,305,614,50.33
110879,0,1,1,0.0,0,4,4,0.0,0,44,44,0.0
110989,0,4,4,0.0,0,12,12,0.0,61,135,196,31.12
110995,36,62,98,36.73,168,224,392,42.86,3345,3717,7062,47.37
111012,65,57,122,53.28,255,241,496,51.41,4586,4528,9114,50.32
111033,3,2,5,60.0,11,9,20,55.0,186,174,360,51.67
111050,64,64,128,50.0,280,266,546,51.28,5096,5007,10103,50.44
111053,9,24,33,27.27,41,89,130,31.54,1057,1310,2367,44.66
111065,1,7,8,12.5,15,23,38,39.47,314,362,676,46.45
111066,66,50,116,56.9,254,208,462,54.98,4357,4062,8419,51.75
111072,49,54,103,47.57,198,215,413,47.94,3723,3873,7596,49.01
111113,1,1,2,50.0,5,5,10,50.0,83,97,180,46.11
111115,22,33,55,40.0,113,127,240,47.08,2205,2280,4485,49.16
111119,0,1,1,0.0,2,4,6,33.33,51,59,110,46.36
111144,4,5,9,44.44,19,19,38,50.0,348,348,696,50.0
111210,1,1,2,50.0,5,6,11,45.45,97,105,202,48.02
111213,23,31,54,42.59,98,114,212,46.23,1883,1992,3875,48.59
111216,4,13,17,23.53,27,47,74,36.49,635,739,1374,46.22
111260,0,1,1,0.0,0,3,3,0.0,12,33,45,26.67
111286,1,1,2,50.0,4,4,8,50.0,14,44,58,24.14
111346,4,6,10,40.0,22,26,48,45.83,420,417,837,50.18
111416,38,67,105,36.19,175,254,429,40.79,3680,4120,7800,47.18
111498,0,1,1,0.0,3,4,7,42.86,64,64,128,50.0
111512,15,43,58,25.86,89,156,245,36.33,2041,2408,4449,45.88
111514,0,1,1,0.0,2,4,6,33.33,50,64,114,43.86
111517,3,6,9,33.33,12,24,36,33.33,266,352,618,43.04
111628,11,4,15,73.33,41,22,63,65.08,623,530,1153,54.03
111641,73,65,138,52.9,288,275,563,51.15,5303,5127,10430,50.84
111656,51,50,101,50.5,226,200,426,53.05,3956,3805,7761,50.97
111683,20,31,51,39.22,94,125,219,42.92,1954,2102,4056,48.18
111772,4,2,6,66.67,13,11,24,54.17,217,207,424,51.18
111790,1,2,3,33.33,4,6,10,40.0,70,98,168,41.67
111833,41,47,88,46.59,164,181,345,47.54,3191,3193,6384,49.98
111849,50,47,97,51.55,208,191,399,52.13,3690,3640,7330,50.34
111871,5,8,13,38.46,21,28,49,42.86,442,456,898,49.22
111881,5,4,9,55.56,21,18,39,53.85,366,356,722,50.69
111882,0,2,2,0.0,4,7,11,36.36,99,112,211,46.92
111887,6,6,12,50.0,27,23,50,54.0,457,432,889,51.41
111953,0,1,1,0.0,0,3,3,0.0,0,33,33,0.0
111959,15,25,40,37.5,69,97,166,41.57,1460,1534,2994,48.76
111960,1,1,2,50.0,3,3,6,50.0,50,54,104,48.08
111964,1,0,1,100.0,4,1,5,80.0,52,33,85,61.18
112016,2,1,3,66.67,8,9,17,47.06,141,161,302,46.69
112019,81,19,100,81.0,312,129,441,70.75,4479,3426,7905,56.66
112035,29,27,56,51.79,119,112,231,51.52,2181,2176,4357,50.06
112054,0,1,1,0.0,0,3,3,0.0,10,33,43,23.26
112062,80,63,143,55.94,334,275,609,54.84,5827,5435,11262,51.74
112073,3,1,4,75.0,11,3,14,78.57,145,96,241,60.17
112074,55,43,98,56.12,232,192,424,54.72,3970,3811,7781,51.02
112075,3,2,5,60.0,11,9,20,55.0,163,177,340,47.94
112086,1,5,6,16.67,8,19,27,29.63,213,279,492,43.29
112092,77,61,138,55.8,320,275,595,53.78,5617,5393,11010,51.02
112121,5,5,10,50.0,22,19,41,53.66,374,345,719,52.02
112125,1,2,3,33.33,5,9,14,35.71,112,140,252,44.44
112144,3,8,11,27.27,14,27,41,34.15,358,409,767,46.68
112176,1,2,3,33.33,5,7,12,41.67,99,105,204,48.53
112221,58,53,111,52.25,241,218,459,52.51,4209,4096,8305,50.68
112249,0,1,1,0.0,2,3,5,40.0,45,53,98,45.92
112261,3,11,14,21.43,22,40,62,35.48,544,605,1149,47.35
112280,49,57,106,46.23,207,216,423,48.94,3788,3886,7674,49.36
112284,4,7,11,36.36,22,27,49,44.9,457,470,927,49.3
112302,0,3,3,0.0,3,11,14,21.43,107,143,250,42.8
112321,1,1,2,50.0,3,5,8,37.5,67,73,140,47.86
112356,20,25,45,44.44,85,92,177,48.02,1611,1602,3213,50.14
112361,1,4,5,20.0,5,13,18,27.78,160,187,347,46.11
112367,3,8,11,27.27,15,29,44,34.09,327,403,730,44.79
112368,69,38,107,64.49,254,159,413,61.5,4027,3462,7489,53.77
112409,59,47,106,55.66,219,205,424,51.65,4057,3999,8056,50.36
112427,1,1,2,50.0,5,7,12,41.67,103,116,219,47.03
112442,41,44,85,48.24,172,179,351,49.0,3337,3277,6614,50.45
112446,14,9,23,60.87,60,48,108,55.56,1042,954,1996,52.2
112451,3,3,6,50.0,12,11,23,52.17,224,221,445,50.34
112453,34,53,87,39.08,142,202,344,41.28,3010,3341,6351,47.39
112462,1,10,11,9.09,10,36,46,21.74,371,487,858,43.24
112463,8,40,48,16.67,55,144,199,27.64,1606,2039,3645,44.06
112580,6,5,11,54.55,23,19,42,54.76,404,371,775,52.13
112591,8,19,27,29.63,43,84,127,33.86,976,1244,2220,43.96
112599,8,5,13,61.54,29,22,51,56.86,495,437,932,53.11
112619,4,7,11,36.36,17,26,43,39.53,319,389,708,45.06
112620,44,54,98,44.9,191,214,405,47.16,3695,3789,7484,49.37
112633,0,1,1,0.0,3,4,7,42.86,63,69,132,47.73
112639,0,1,1,0.0,0,4,4,0.0,23,44,67,34.33
112642,3,4,7,42.86,11,16,27,40.74,196,226,422,46.45
112647,0,1,1,0.0,0,4,4,0.0,14,44,58,24.14
112735,42,47,89,47.19,173,177,350,49.43,3079,3168,6247,49.29
112866,5,6,11,45.45,26,31,57,45.61,513,540,1053,48.72
112868,60,42,102,58.82,225,180,405,55.56,3816,3547,7363,51.83
112897,0,1,1,0.0,0,4,4,0.0,0,44,44,0.0
112900,0,1,1,0.0,0,4,4,0.0,0,44,44,0.0
112944,50,61,111,45.05,200,234,434,46.08,3920,4071,7991,49.06
112950,2,1,3,66.67,7,5,12,58.33,121,123,244,49.59
112952,0,1,1,0.0,0,4,4,0.0,31,44,75,41.33
112956,0,2,2,0.0,0,6,6,0.0,32,67,99,32.32
113136,0,1,1,0.0,1,3,4,25.0,27,41,68,39.71
113165,4,5,9,44.44,26,19,45,57.78,423,384,807,52.42
113197,0,10,10,0.0,2,31,33,6.06,190,362,552,34.42
113232,0,4,4,0.0,1,12,13,7.69,68,140,208,32.69
113235,3,3,6,50.0,9,9,18,50.0,159,132,291,54.64
113243,7,14,21,33.33,36,51,87,41.38,726,785,1511,48.05
113300,56,53,109,51.38,222,208,430,51.63,3954,3929,7883,50.16
113309,4,12,16,25.0,28,41,69,40.58,557,644,1201,46.38
113317,6,8,14,42.86,26,32,58,44.83,523,526,1049,49.86
113329,12,15,27,44.44,53,58,111,47.75,984,1032,2016,48.81
113336,5,3,8,62.5,22,11,33,66.67,329,291,620,53.06
113350,0,2,2,0.0,0,6,6,0.0,48,66,114,42.11
113351,0,1,1,0.0,1,4,5,20.0,33,50,83,39.76
113363,4,8,12,33.33,22,31,53,41.51,487,531,1018,47.84
113373,1,2,3,33.33,3,6,9,33.33,60,87,147,40.82
113376,13,26,39,33.33,67,101,168,39.88,1513,1644,3157,47.93
113392,2,2,4,50.0,7,8,15,46.67,138,138,276,50.0
113395,21,43,64,32.81,96,158,254,37.8,2175,2502,4677,46.5
113418,7,9,16,43.75,33,35,68,48.53,617,584,1201,51.37
113419,22,35,57,38.6,99,138,237,41.77,2077,2301,4378,47.44
113433,1,2,3,33.33,4,10,14,28.57,105,141,246,42.68
113442,0,2,2,0.0,0,6,6,0.0,38,66,104,36.54
113450,3,4,7,42.86,12,19,31,38.71,268,302,570,47.02
113472,17,8,25,68.0,60,42,102,58.82,952,867,1819,52.34
113473,2,2,4,50.0,10,8,18,55.56,166,163,329,50.46
113477,1,2,3,33.33,4,7,11,36.36,94,105,199,47.24
113536,4,5,9,44.44,23,23,46,50.0,431,427,858,50.23
113557,1,1,2,50.0,4,4,8,50.0,71,73,144,49.31
113559,0,2,2,0.0,0,7,7,0.0,34,77,111,30.63
113563,15,21,36,41.67,76,81,157,48.41,1452,1431,2883,50.36
113565,3,7,10,30.0,14,26,40,35.0,304,355,659,46.13
113568,0,4,4,0.0,2,13,15,13.33,95,162,257,36.96
113587,13,20,33,39.39,60,73,133,45.11,1159,1264,2423,47.83
113676,19,13,32,59.38,80,67,147,54.42,1399,1307,2706,51.7
113679,32,44,76,42.11,147,170,317,46.37,2805,2883,5688,49.31
113681,28,39,67,41.79,133,146,279,47.67,2453,2504,4957,49.49
113689,4,5,9,44.44,20,21,41,48.78,361,390,751,48.07
113701,35,31,66,53.03,146,134,280,52.14,2598,2590,5188,50.08
113711,21,16,37,56.76,81,66,147,55.1,1412,1296,2708,52.14
113764,0,3,3,0.0,0,12,12,0.0,0,132,132,0.0
113782,2,1,3,66.67,6,5,11,54.55,97,99,196,49.49
113798,0,1,1,0.0,1,3,4,25.0,36,40,76,47.37
113878,1,3,4,25.0,5,13,18,27.78,136,185,321,42.37
113893,2,1,3,66.67,10,4,14,71.43,140,105,245,57.14
113894,0,2,2,0.0,2,7,9,22.22,74,95,169,43.79
113908,17,43,60,28.33,78,159,237,32.91,1957,2327,4284,45.68
113914,13,27,40,32.5,70,106,176,39.77,1638,1727,3365,48.68
113931,28,24,52,53.85,115,104,219,52.51,2061,2004,4065,50.7
113942,3,4,7,42.86,12,15,27,44.44,239,262,501,47.7
113943,0,3,3,0.0,2,9,11,18.18,83,114,197,42.13
113944,35,29,64,54.69,131,117,248,52.82,2316,2251,4567,50.71
114005,0,2,2,0.0,2,7,9,22.22,73,97,170,42.94
114020,0,1,1,0.0,0,3,3,0.0,21,34,55,38.18
114024,0,2,2,0.0,2,6,8,25.0,50,83,133,37.59
114027,2,2,4,50.0,6,7,13,46.15,134,124,258,51.94
114028,3,6,9,33.33,11,20,31,35.48,261,302,563,46.36
114080,0,1,1,0.0,1,3,4,25.0,30,46,76,39.47
114081,1,4,5,20.0,4,13,17,23.53,128,174,302,42.38
114100,1,1,2,50.0,4,5,9,44.44,70,87,157,44.59
114105,41,47,88,46.59,166,184,350,47.43,3226,3263,6489,49.71
114123,4,2,6,66.67,12,6,18,66.67,174,143,317,54.89
114127,10,11,21,47.62,38,45,83,45.78,755,783,1538,49.09
114143,3,3,6,50.0,13,13,26,50.0,228,232,460,49.57
114158,3,1,4,75.0,11,7,18,61.11,173,146,319,54.23
114162,0,3,3,0.0,0,9,9,0.0,50,99,149,33.56
114167,0,2,2,0.0,0,6,6,0.0,0,66,66,0.0
114202,2,4,6,33.33,9,20,29,31.03,226,279,505,44.75
114247,18,15,33,54.55,86,72,158,54.43,1464,1396,2860,51.19
114323,2,6,8,25.0,6,21,27,22.22,174,272,446,39.01
114327,1,4,5,20.0,7,13,20,35.0,183,207,390,46.92
114347,0,2,2,0.0,0,6,6,0.0,29,66,95,30.53
114355,4,4,8,50.0,19,14,33,57.58,316,279,595,53.11
114356,0,4,4,0.0,3,13,16,18.75,119,167,286,41.61
114389,0,1,1,0.0,0,3,3,0.0,16,33,49,32.65
114410,36,22,58,62.07,145,99,244,59.43,2383,2137,4520,52.72
114429,0,3,3,0.0,3,9,12,25.0,101,136,237,42.62
114457,7,10,17,41.18,31,42,73,42.47,568,665,1233,46.07
114460,0,1,1,0.0,0,3,3,0.0,16,33,49,32.65
114516,1,1,2,50.0,5,4,9,55.56,95,92,187,50.8
114517,11,24,35,31.43,56,89,145,38.62,1266,1464,2730,46.37
114521,1,1,2,50.0,3,5,8,37.5,70,72,142,49.3
114563,0,1,1,0.0,0,3,3,0.0,15,33,48,31.25
114584,0,1,1,0.0,2,3,5,40.0,51,53,104,49.04
114614,2,2,4,50.0,7,8,15,46.67,148,149,297,49.83
114660,0,1,1,0.0,0,3,3,0.0,21,33,54,38.89
114662,0,1,1,0.0,0,3,3,0.0,10,33,43,23.26
114664,0,2,2,0.0,0,6,6,0.0,27,66,93,29.03
114665,0,2,2,0.0,0,6,6,0.0,34,68,102,33.33
114667,0,1,1,0.0,0,3,3,0.0,0,33,33,0.0
114686,1,3,4,25.0,4,10,14,28.57,96,140,236,40.68
114689,0,1,1,0.0,1,3,4,25.0,34,38,72,47.22
114704,1,2,3,33.33,4,7,11,36.36,65,112,177,36.72
114706,42,36,78,53.85,163,144,307,53.09,2897,2784,5681,50.99
114709,34,36,70,48.57,133,145,278,47.84,2568,2590,5158,49.79
114715,95,51,146,65.07,355,272,627,56.62,5954,5592,11546,51.57
114716,9,26,35,25.71,42,87,129,32.56,1071,1303,2374,45.11
114717,21,24,45,46.67,88,95,183,48.09,1636,1665,3301,49.56
114718,32,37,69,46.38,138,150,288,47.92,2638,2710,5348,49.33
114719,1,2,3,33.33,6,8,14,42.86,138,142,280,49.29
114726,45,42,87,51.72,169,178,347,48.7,3103,3148,6251,49.64
114733,0,2,2,0.0,0,6,6,0.0,32,67,99,32.32
114776,2,3,5,40.0,9,9,18,50.0,179,168,347,51.59
114784,0,2,2,0.0,0,6,6,0.0,25,66,91,27.47
